order_id,price,freight_value,valor_total
450c49623c365a4edcf0c5a2c93aa7c9,35.0,14.52,49.519999999999996
4517d10652306c01990d40b0d6f76511,199.9,12.01,211.91
4518ab57ad7e9009e40b69c17bc005b4,59.0,18.51,77.51
451ef728c85c9cb2765159e30f4fa021,74.0,12.86,86.86
453887e7d1a2fbd4beda6f9dbeaf1b4d,39.9,15.1,55.0
45390ff93f092f0de1524d486a172c33,150.0,32.58,182.57999999999998
453d23c01dc7a572130a7bd307202429,149.9,58.84,208.74
4552d969c2ffe2ac446b7a970e6953fc,100.9,21.009999999999998,121.91
455d05ce8b86b6e2b3c2e6e0a7994942,127.9,16.66,144.56
45655002c111b6037f3244f4692bb526,69.9,17.74,87.64
457a53571ce58184246a9e382fe8512e,53.0,34.17,87.17
457dbdc9e1ced1274472af8b6fd00be8,23.99,16.6,40.59
4590ff46dd75f5b7ca1c5a8a3f1b1b5f,169.9,31.99,201.89000000000001
45ac1d4b219993bf334080eac1585166,119.0,17.37,136.37
45acb6840b062e10dd63454b19ce5212,779.9,67.48,847.38
45ae42280548c03b6b40058b455c462f,89.99,12.13,102.11999999999999
45e00abea326ffad82887cb48faf12b9,89.9,17.88,107.78
45ee4a244dd8a9df576959533aca1d6b,90.0,18.78,108.78
45eea7503e8d5e369d52ecc3cd27a3fa,79.0,34.76,113.75999999999999
45ff50616aff4d99cfaca273317a139b,199.9,13.83,213.73000000000002
46077eef0ad2e1103cd2970326b3712b,39.99,16.95,56.94
460b00ca293dcd679c0c580ec1982f64,144.99,18.26,163.25
460c774494e4c1e4a5a4c6f05f29e2c5,89.99,14.38,104.36999999999999
4619fa9317a02816b5b83631ff90b93f,99.0,9.51,108.51
46422e1ce124f2bc35a6d0a4b1bf0130,37.99,16.79,54.78
46484009102069e531f34a424a500982,105.0,25.09,130.09
464b622b9d163f8703cdfe7e0f24f8fc,32.64,15.1,47.74
464dcde4a46d816f4943dd22ac477629,119.9,9.03,128.93
464de32dc84484c1d26df3e8e38e708b,6.9,8.72,15.620000000000001
46539409edc91bbec9b3a7b06b414463,89.9,15.38,105.28
4671212f0e4f559c957baffa7a97aec5,197.8,34.26,232.06
46725d773b27a905cf629f60fa30762e,219.0,14.55,233.55
467e12527db98ba8ff31b60f0a2cddfd,43.56,17.6,61.160000000000004
467f3d18f63e2f01ade50df74d40457b,49.9,9.09,58.989999999999995
468edfd1aeeeef023e6bba4943f2cdfb,99.0,69.57,168.57
46936461f0c4e3c80b9289ce5fc1682a,129.9,20.99,150.89000000000001
46984ee8227e1926e055327b55ad576c,235.92,18.09,254.01
46ab3e1c2c3eed0ed5bd72930759d25e,19.9,11.85,31.75
46ad8f532d3f76a1747288a6a5a88a18,199.9,21.89,221.79000000000002
46b06fc4d4a2d4e9645f19e1a689e543,79.99,16.53,96.52
46d041b384bbdb77141815dd111b0e43,28.0,14.78,42.78
46d2741b78a72c2f07bf0f3c34c4ceab,74.4,48.33,122.73
46f6ed73fe09537a68e37e5b67fcdd01,99.9,13.58,113.48
4703440eb9289d3769819920e98ec061,278.0,37.61,315.61
4708b6cbf7e34b7dbf3f7b75d6bfbd00,53.9,18.18,72.08
47106caf7707ccc0552581877874349f,24.5,12.83,37.33
4718e26e21843ffdf11aec010a344436,299.0,20.19,319.19
471d17c72b833d90af58cd4fc9bd5942,23.99,17.63,41.62
4726bb2be36557009e1f231af49916e0,16.9,7.94,24.84
4736832c0e59da8a5d32fcdce7afa55e,8.6,8.27,16.869999999999997
473f6fac1db5ed68ee9f1ad1e7c14aae,17.5,10.96,28.46
474422ad1854778feb30bf77b7801bf3,113.0,18.67,131.67000000000002
478427fc9787c3fe1edf66c81e466623,528.0,18.45,546.45
47864ed19d3fc241f11b3d0bc59257e3,34.9,14.52,49.42
478f37d7f0b12816126177f6d325380b,69.0,15.36,84.36
47a3f2cb969f3d798bf29b6c5922490a,58.6,30.46,89.06
47c3ce4efeeff5eae692f5d31ef009e3,205.0,28.81,233.81
47d11383b93b217d96defbb2ef1a209b,3.85,7.71,11.56
47d4cec8efbcb39b6dad3398a957ae67,89.99,45.09,135.07999999999998
47deff0f69fd02d0085bd77d6c9c0181,113.98,27.96,141.94
47ea7a7404f3a2bd852026254b803f48,89.9,17.88,107.78
47ee6fec7ba2a39c23a7c84127e1fac9,49.9,14.1,64.0
47f1e49b0c53bfde09b97ee3c685fb2e,27.99,15.1,43.089999999999996
47f5956f0545ab50be4333cf70997aec,79.0,16.31,95.31
481bba01f1c9a6070e8bdcaf7965b1e0,229.9,38.3,268.2
482c052df6392e43296eba90754938fc,230.0,12.22,242.22
48445cae859ffeb0add84d872ed74192,159.0,16.02,175.02
485ebaf1444009348caf87a4fcb8f0f4,56.99,15.84,72.83
4863e15fa53273cc7219c58f5ffda4fb,53.99,21.18,75.17
48705eed276c3080033e79ac60460f75,199.99,34.32,234.31
487e6e67e10e5756f886f5994439c22f,134.1,64.00999999999999,198.10999999999999
48842751df68fccf0ab0caa30930f21d,44.35,13.37,57.72
488bbe7460a648792b11ac9b3755e44f,248.99,74.69,323.68
489d362ded79f4394b61b6e58453ab18,14.9,15.1,30.0
48a40810ca9950462e73f0796c863b88,149.0,40.37,189.37
48a51dd8d092c2c777f8dc6446f5684b,124.80000000000001,21.48,146.28
48a964e9ba3ce166150d2980a2f19ed1,29.99,19.95,49.94
48c159ee1d25916d79ad14e2160a0d31,79.9,16.32,96.22
48c37ee80e51a60b382e320467cc9d37,75.2,36.72,111.92
48d30a78681848a5caa890b0acc9ad72,45.99,15.23,61.22
48d4561752bbf4833c3cabba8d5a7c93,81.5,13.59,95.09
48d94e7406a8d5cbf7505590d86ff0ea,54.9,9.26,64.16
48d9d778ca005971949d2ccad7e99d70,59.9,13.0,72.9
48f3a0cfae19477fb7c023ef6e092dd1,179.6,32.11,211.70999999999998
490f30e8fa50cb3ef01058c9ab43048d,36.9,12.69,49.589999999999996
4912377c02eb84d181d53e98e010124e,269.7,15.98,285.68
491f193fc52075598871cfe6f19976d4,118.5,21.25,139.75
493c01f6ccb506898f25e3b7eb123d18,120.0,23.0,143.0
4941da6e1a4eef723674c7148152c4f6,199.8,28.689999999999998,228.49
4953cbca0dc4ee03b38a9b279af7bff8,13.65,7.39,21.04
496b684eee1a0958406cc2e50a80dca8,39.0,13.37,52.37
4974c65072c3a0265ef2be771aae8251,49.09,12.69,61.78
4978579248016c3a09d6dc043bbc4ae0,90.0,13.99,103.99
497f97bb280fe07465c3833fdfc04736,56.99,15.15,72.14
4982e9a98a9e8a3c5bba953450fbf51c,27.99,15.1,43.089999999999996
4985a7fdb01bf57b6546b9ea5790adbd,122.99,20.91,143.9
4992f0162a4e7f36cf293bdc49e42f5e,47.49,16.11,63.6
499e36ddc9a7c36dd44e2dcd43a76620,38.9,13.85,52.75
49a5294baa5c1b7681da8529df02572b,95.0,15.55,110.55
49bab3f94ce298f6fde6208f426978b4,143.8,16.71,160.51000000000002
49c7df46784ee525af9f5cb40fc1d508,19.49,7.87,27.36
49d3db2a02106c24d6ef800bd8ad5546,74.9,15.27,90.17
49e19ca07e42bde08630a08e50ad980e,109.9,23.35,133.25
49fd347705840c689965d81ae7f2b415,145.8,22.24,168.04000000000002
49fdf5b0134c7c1445f6bbf018beaf1c,39.0,14.1,53.1
4a14b4a65e7946cfa68ad61507ad3023,79.0,16.31,95.31
4a2a03eba693b69ec224283b56ee486e,99.0,13.25,112.25
4a335c9b6c47353962fc6f0b1911eb03,167.99,16.94,184.93
4a34792ebbc108e28a7d9cc2332ed0e1,39.99,15.79,55.78
4a359800ff0688de3eabc92972987238,46.0,7.87,53.87
4a38745716bb4884b76fd3a12ad5cdd2,79.9,7.81,87.71000000000001
4a4c3e1ff92b16c0ecf770b504693a88,39.0,15.1,54.1
4a5d255caafbd8a6296a119b0611d858,25.0,15.1,40.1
4a5dd77c42df1a4cf21c142eaacf866f,199.9,17.16,217.06
4a62fb19d5fa08fb514619dfcc617b3d,599.99,12.55,612.54
4a71c671955d20b872ceb6758387a3e5,270.0,42.88,312.88
4a7daecdbb69d275f72866f7f8d00448,46.99,25.22,72.21000000000001
4a81bd2160d16f8b9323ad482891284d,149.9,21.89,171.79000000000002
4aa2c369fa1e9993bdf69bc12ee57abb,49.9,14.1,64.0
4aa4117ef80bbe1e9457269d73a68580,112.5,52.800000000000004,165.3
4ab8d41a01fbd0a52d7de288e25463ac,16.16,15.1,31.259999999999998
4ac47dc578518440150fbf3780d83a30,28.38,12.69,41.07
4acc7f665ca9273b5848f19cde62b6d8,80.9,16.76,97.66000000000001
4acfa8594925fd16246cef2ad2e4fb4a,89.0,13.64,102.64
4adfbdf6a5a3abbc6e4ef24e48d6ef0e,40.5,12.79,53.29
4af03386addb99dc44451b81b470a609,29.99,8.64,38.629999999999995
4af6ca2a69957cdc073ddf26d1900ddb,53.9,14.47,68.37
4b1130720b31500948a942732f0befc1,37.49,9.27,46.760000000000005
4b156097ed5516456bec1b582279acf8,79.9,19.53,99.43
4b375478e5f18ae9c221ff36518282e1,99.0,23.41,122.41
4b3a605942f29d490cb74bd6ace6b9f0,29.99,8.11,38.099999999999994
4b3c7f8318b056586e0407857f44a136,56.0,7.78,63.78
4b3fb492ac13baaabfe1ef6b4e541955,518.7,50.91,569.61
4b5893f13b0e06d63d6a27fd04544deb,121.87,18.1,139.97
4b5fdd555b6aced1f150146b9c7a9e1d,84.9,28.99,113.89
4b60fd433160958739b4e6194d1c9e76,56.0,19.36,75.36
4b6aca1937b0119de6bd8be675067173,108.99000000000001,15.56,124.55000000000001
4b78a3c3971b83606a959d5c98208c66,225.0,19.35,244.35
4b7d638196bd6a0a5a0915a8f893225a,49.95,18.23,68.18
4b81496f1e0fd587a7394ba1e1b8aebb,7.8,10.96,18.76
4b8790aad555862909b489f99383b16c,459.84000000000003,334.64,794.48
4b8e7be134dcdd11881a5e7de6c88627,239.12,15.4,254.52
4b9359b6bad98027f7a428063413d090,62.7,16.2,78.9
4b938d32f7c4a575aea3a5cbb5ef03e0,39.9,20.84,60.739999999999995
4b95fbb9125e0baff8527de2d1d0042b,80.0,33.2,113.2
4b9bd9bf620365bc37e256997c022c5a,27.9,21.15,49.05
4baefe0b13c215e6417751ad5121469d,950.0,75.76,1025.76
4bccceeea58d5e2e65e3bf9b7bfb1f49,129.9,36.26,166.16
4bfccd93522d928f8732e455310da85b,33.99,8.72,42.71
4c08f008753759d67d8ef45942f1a891,113.89,55.78,169.67000000000002
4c09b402a17b72a4a9338d51a8759b4a,89.9,17.88,107.78
4c0b506d42a6b9fe0951c6cc05419141,89.99,19.6,109.59
4c16e2f2793eec4da8f68fd77b2a092a,31.99,17.19,49.18
4c194282048e1ed6f061507789ff9c81,49.0,7.78,56.78
4c4dfbd9dceafac8eb2e502352559f18,113.57,13.81,127.38
4c5c8e4d5eb79a80f344aa59a4d8d04c,149.0,58.9,207.9
4c5fc08caca3c520b9c4cbf83d2c14f8,39.1,7.78,46.88
4c6e24a5fceacbcf444cdb5141ec1688,58.9,16.6,75.5
4c6f9b20086e811c15722d15f8becee1,38.99,13.85,52.84
4c70befde2c6046dcf77a680ae1f356f,129.9,15.66,145.56
4c7278311a8fd4a51374e5577ef92e27,35.0,7.78,42.78
4c77961d5a6909826862fe6d8881f1b3,19.9,11.85,31.75
4c8519cf81f11a547256d84f97e82594,120.0,35.47,155.47
4c888e6e352d77cd1e8beea1f03985b7,170.0,21.46,191.46
4c8e63c1d25a7a7647782967c60a0677,24.8,14.1,38.9
4c8eac76de32572cebc64aca0f263e2a,109.99,16.53,126.52
4c966c07e48f5460c75f69d0352a61be,160.44,87.84,248.28
4ca31d816ef051b337c5b2ecdbd58b77,27.9,18.3,46.2
4ca443133a048c102af4f40afc4efe03,49.99,17.06,67.05
4cb7d866ce5acba93c58383df3081469,109.9,21.57,131.47
4cbf4f8f95033da28ecc48d007d1b49f,134.9,16.15,151.05
4cc0192e89c70ee61b2c1cd8ae665a5f,194.0,66.17,260.17
4cc2340048994d76ad8665b2ed98e19e,199.9,24.55,224.45000000000002
4cc479c410cb824d577fb1a31af7b002,99.0,13.71,112.71000000000001
4cc5e60f36ca3bdbb07ab8a3c490e15d,59.9,9.41,69.31
4cc8845d2a687fdd3d47898857cecdfd,145.0,18.89,163.89
4ccf6ee1044ab9f8ec63953f1f2a708d,118.0,18.71,136.71
4ceb680ca41b58487fec3e0f33c624ef,189.9,12.72,202.62
4cf18bf9d25331902ba212fa69a7a01d,158.9,28.89,187.79000000000002
4cf6a6de996beb9d4b190c7983be98d9,119.8,26.88,146.68
4d006fbdecd41058974d5d99f2d69650,211.5,13.61,225.11
4d04e8e9cb2a2dacee258022e86cc1ec,98.99,21.18,120.16999999999999
4d0bd88af1748e0658ddfad3100b2958,438.0,41.44,479.44
4d107edcce9acf824db9d203dcf9fecf,19.9,12.79,32.69
4d14cee530bddf889464f788f5cde498,17.0,15.43,32.43
4d178c8435a1d6d81ded1bfde1083628,165.0,98.52000000000001,263.52
4d2711a0db9f671c10f8ce62aeb438bb,59.9,19.61,79.50999999999999
4d34da0824213ee7962a5c5ed32b3f51,29.0,7.78,36.78
4d3acbe72723c00c24fdbf452160d13b,89.9,17.2,107.10000000000001
4d3bf07ef40875871c01c931d3755940,597.0,23.15,620.15
4d483bf690ca21bdc005df9b623673c7,414.0,19.05,433.05
4d49d457ad5fc517a2a6f4f9ba232067,19.9,15.1,35.0
4d615e558a28fc608949a029ab18cc87,119.9,20.92,140.82
4d808ed2901ed7dfebbb74bf1cbb74f6,52.9,16.56,69.46
4d8660f18113eab64ba09d4eb4aa9ddf,258.0,40.89,298.89
4d890e83adf9bc9532d53b2227e92c7b,99.0,23.01,122.01
4d8ad885a7edb3c9c24859ce54227737,135.0,14.31,149.31
4d91816c61cb9557eb207bcbf0929f44,78.55,17.8,96.35
4d9a297fbfa9ba6d8d70c06d4bec9ca9,97.9,13.27,111.17
4d9ec9c5440b083e87ee872dec1b32fb,99.9,17.95,117.85000000000001
4da0d9f0eabbf66ac32280431ed7c6ce,14.9,7.39,22.29
4da38cd7084ce9fdeae2412858379255,139.9,38.53,178.43
4dbb5ab859405ac1cb171f7cd93e7f3a,31.9,15.1,47.0
4dda84ad43d105c6d3b73004b4f647ba,52.64,34.17,86.81
4de39e6ed70e6add419cd6560467478d,75.0,23.68,98.68
4deced9fc8e2ffea24dc10f87f6fafd9,169.99,19.83,189.82
4dee0af7a42637f58cde016b73d93216,219.9,13.04,232.94
4df36fe83cf894ed979421fecd300bdf,54.91,16.82,71.72999999999999
4e1d5bf07ad851a6470d6b28cfd1f1e6,20.9,50.0,70.9
4e2160ff7a61b2bf4fbd2e527ea924d3,38.25,16.11,54.36
4e2451cb6e8ca4428c8f7e305bbfbbea,59.9,17.67,77.57
4e285df63acf5fe19cbb76253626fe8d,63.9,14.54,78.44
4e3c64d86c6701af13d8d0e899dd6b1c,110.32,15.65,125.97
4e3cf72d676f793f15859c9ae34be2ad,119.8,26.88,146.68
4e53579c0738eca6994241ff0b474dec,139.9,24.54,164.44
4e5eb92b77d7214fc3587113fd8374d7,34.3,8.11,42.41
4e6aa298577f90f026cfb1d07e86509e,22.9,19.04,41.94
4e724c7d98c212ac0bbca82b6d274f76,74.9,12.65,87.55000000000001
4e7994addb0e4622199601af5b9c9ed3,34.9,14.1,49.0
4e839b1ce670c701bd83a9d9aeb58969,59.8,36.46,96.25999999999999
4e93b736e8d687bca088c6ee496437e8,79.0,15.3,94.3
4e9d991478ce9d386648f6dd85475b6c,45.0,15.42,60.42
4eb514337231826065b55177f5f9e267,189.9,27.65,217.55
4ec8686587a9b92422ae24861683958f,176.99,53.84,230.83
4ec97b4065c679e4f09cc6eb9110045d,187.57,32.06,219.63
4ed4a6e12e74982dd78c78df1ed3f372,99.0,52.7,151.7
4edeb1718cb488182c2f97e0a7f33f36,43.8,11.15,54.949999999999996
4ee4b8462b9a39ac1fa86e28bcc22ad3,56.9,14.71,71.61
4ee8c2344eb547af4169bcee11664bb8,99.0,19.93,118.93
4ee98e5c36cdadbb40216412e0364478,89.9,37.32,127.22
4eec0b5ff6aded761dc1f21134fe5e85,54.99,21.18,76.17
4eef2062377fd17cb5ddfed73cc1e564,147.9,14.16,162.06
4ef066c3099dcff818ee6123fe0f8195,27.5,8.29,35.79
4ef09dfdc36677a4d599a0c1acace4ff,148.0,18.29,166.29
4f08325d27e2eb6a5a4c5f4f94e59e07,25.5,7.87,33.37
4f173306347cca2ee2a05590d617854a,40.0,9.44,49.44
4f2a73bfb26889724652d46145c4a62f,200.0,26.24,226.24
4f3f48cbedce0c316c688af6fc7e9c56,239.96999999999997,68.64,308.60999999999996
4f472a900e0778e5612c2320b5c0eefd,38.0,24.66,62.66
4f62d593acae92cea3c5662c76122478,13.99,7.78,21.77
4f68ed0836136db8064bf34ebb1965e2,119.8,18.54,138.34
4f73244a226bb31dd99853458f70c537,162.0,41.09,203.09
4f7801b0527e8669f25d2f5488ea8a58,219.8,23.72,243.52
4f8d2bf1636e6c775fbfb0d824880893,89.9,11.24,101.14
4f9a5e34b38f10ef71c5753cc953be3a,25.0,15.1,40.1
4f9b0bffe6ac71baea3848199b860f19,66.9,16.91,83.81
4f9f24f1dd52ecdf0684a63eaf36c51b,45.0,10.96,55.96
4fa1b6d5d3ca98e8def932544cc51b90,80.49,8.92,89.41
4faae91a65b5f993113cb0c78ca14a61,699.0,33.29,732.29
4fafa25ee16300a26f7ef92f3d15b58b,129.0,86.06,215.06
4fc507af490f1dfdd4eefcc6a0144b40,111.9,8.53,120.43
4fd47db0e1bb9f59384ff16f8d533f80,199.9,27.48,227.38
4fdddb85c674036842fa2c86494e8890,81.9,17.82,99.72
4fe26df981b8f298e0e6bf81c1d5ead0,10.8,7.87,18.67
4fe2e8b329e56a00aba9b0136b46f00f,69.9,13.07,82.97
4fe48790875f264fd93c9009892c3e39,84.55,12.5,97.05
4feb155d6d4d8b2ba3191d90655f3b99,24.99,14.1,39.089999999999996
4ff976f3269ceebad2dcd032489c9ec9,139.9,21.47,161.37
4ffa6925f9e9d85f1da329843f349238,64.99,29.48,94.47
500aced6001e75a49db10f0ae54f94f1,48.4,17.92,66.32
5016bbd9915b475906c3e5db8f45bfe6,129.0,15.57,144.57
5020a3db49225f967490d76021c7d13a,125.0,63.449999999999996,188.45
502668fa85b6cff5243cf74ce4100182,13.98,15.1,29.08
502964d22e491eff472a1d46ae55df97,189.9,18.61,208.51
503b1d55537c749ca776d67d0d765cf9,99.8,41.98,141.78
5040757d4e06a4be96d3827b860b4e7c,196.99,56.66,253.65
5045e4e69c4ba90bebf92266670bfeaf,109.9,17.51,127.41000000000001
504a512b08ad37f84e4d9b8de998f821,110.32,8.03,118.35
504ec2b6f69e898c557955750272d563,48.989999999999995,14.780000000000001,63.769999999999996
505600165af42b25a7f2f17756eb1b8c,110.0,18.02,128.02
505a00852bc2f5b6d0b53b7a04c2fbad,86.9,17.52,104.42
508692b097f28d849a080d75cfcc2ef1,119.0,14.56,133.56
508d02fd7a1d114cdfd32ecb91721855,90.0,14.38,104.38
50a27906921dc9ef4b7afa6cdb04649b,49.9,24.98,74.88
50a444b891ba3221c5b7c4b48a194ed4,148.9,43.45,192.35000000000002
50ab8a54c2060cccdabcf4ad996be719,39.9,38.4,78.3
50be1d483c83bc791be7bad19a5b2cfe,179.99,33.54,213.53
50bfdb0627807130b8f989106c985a75,63.0,18.99,81.99
50cbc0ce14ba62ab76c2c353dbf6bb7d,193.0,16.98,209.98
50d338eab6621c8872eb362f57f47fad,299.8,78.2,378.0
50d73aae647c6c12616d5bf9e6aee1c2,39.9,22.67,62.57
50dcbb2a2604b38d231b84bde3f62227,69.9,16.25,86.15
50de76b6e07161441556b571d4e85248,66.99,17.21,84.19999999999999
50dfd1d8502e5ef282d85dd49cee6db5,79.9,15.86,95.76
50ecc825e3d7123a626c7d466eacb616,49.9,18.45,68.35
50efee8af80ee7bee6e41e0e70d58c6c,112.5,52.800000000000004,165.3
51149ebc2ec1ecbf8a2503fd49753259,14.31,15.1,29.41
5115b5f8076ff01f14782576bbfafb16,34.9,18.59,53.489999999999995
511665064721c1e68628a71b176c81f9,45.9,9.34,55.239999999999995
511792104eb626cc6881f7831561265c,399.8,19.5,419.3
5123fb3580d7dd11bfd9c25321e43ed5,48.0,15.11,63.11
5124343628b2cd43d0980ccc67353226,796.0,68.6,864.6
513e088b2c0d0279b2df18d115a0d39d,70.0,30.46,100.46000000000001
514ed457190c903720b7fd33660c486d,349.0,17.19,366.19
51585e1d994a841c66c0da52ae3ce522,96.0,8.79,104.78999999999999
516dd8f615e6c71be4e8e1b1ad5de684,269.0,22.72,291.72
516ddf29a9e99c8997f914e6b389cd19,34.9,14.52,49.42
5177d1217cafa2ba15337cd62cb1fc78,69.9,15.24,85.14
517b4b7e7f723df3693ae71473078d73,72.0,17.75,89.75
517ff48f259d8b8c702398a25cbd5450,189.9,17.09,206.99
5188f7ae18cdf7538841648a7e49bbbf,180.0,34.14,214.14
519203404f6116d406a970763ee75799,69.9,11.99,81.89
51cd5fcee08447be92f8eb9852235f45,129.9,15.61,145.51
51ceba3ba51d4b4543e7f78e181e0ba9,49.5,54.800000000000004,104.30000000000001
51d967125c0a12392dfdd135be86ab3a,181.0,21.76,202.76
51e165f36c599cd6ae24f289356abcf2,79.9,19.53,99.43
51ebb2c24714952a8ee7f24d4b90ebbc,78.0,19.95,97.95
51ffb9765ad7cfe091821ebd4751dc05,149.0,15.79,164.79
52064702688c67baa4242897e9136b5a,144.9,21.65,166.55
520c724197ad994918261e680ad7b8b5,12.99,15.1,28.09
5210991b886c9005de084d0d4fcff0c4,79.9,15.31,95.21000000000001
5210b81b464dc0a92a977632cb6e8a6e,120.9,18.1,139.0
5210cc27d1cb0011f4a1124f5507e163,53.0,16.13,69.13
522a5e4ad2f2d51be25ae597da2b8197,142.8,25.259999999999998,168.06
5235298169aca42202c801a309b63c37,157.77,15.85,173.62
5239a1d5badf5276845d8c71dbeb8fc9,38.9,14.52,53.42
5239b7862883513b9ddc014d83eeec42,84.9,18.02,102.92
5244b9f2f8bc60aa503830f2847082f1,74.9,26.78,101.68
5246f33ed41cfa5f5b8f64e7bc8cf0c2,52.0,17.2,69.2
524dd16d182003f56199d068e2a1d50c,69.9,16.12,86.02000000000001
5260625f881ed6e315cd3eb3f4bc2d42,149.8,26.2,176.0
5260ac84bdd23400bd774a4507093208,449.82,65.1,514.92
5268a1e490656ed41fa8b107305fc319,199.8,32.92,232.72000000000003
527676fa1c791f44e2eef1579abf401e,188.8,29.229999999999997,218.03
527b28dd1cc06cd5f5d361c544909a40,149.0,21.49,170.49
529aada4497d124d483d26ebb8ae9606,23.8,21.15,44.95
52a9379019132afc103b9249b85ae705,89.99,7.88,97.86999999999999
52b5d7a8d05435a607e602cc6d22af5c,147.0,76.14,223.14
52b7fa35b1e5c8bdea5869804dced415,76.0,18.63,94.63
52b9aacc52af6fe2fa59c2f86e84a735,29.9,73.57,103.47
52c5e13fda94ceb769df5565b3415466,74.9,12.65,87.55000000000001
52d95b0538fecb3014db141985d65d64,467.0,20.55,487.55
52e12db27448fca8dcb88bf7bc7ae037,79.9,11.95,91.85000000000001
52e71da3bc9b0aabdba702eefe259a71,73.35,11.9,85.25
52eb8ce94864a3bb1be410a545f9ed4c,53.699999999999996,35.55,89.25
53065082f5bfbc7a503dfb55ed57310a,59.9,15.52,75.42
5308fdab519f7478ef64894128fbbee4,129.95,18.79,148.73999999999998
531a321dff7247e76a5f6c2e702faa99,189.9,14.35,204.25
5330599ad58e0e0355fcb5c997d3f8f2,85.0,20.08,105.08
53345dc7af2a7b39baff492cdc8005c1,119.8,27.16,146.96
53402e7be9b39753e8382ef11fe74a2e,108.9,20.0,128.9
5355341d3b3fe35edbd80e7c7898551f,295.0,20.17,315.17
53571e4877460790f5910534d81d533d,29.0,18.37,47.370000000000005
535b29494ee7ee79968ec7d9f42b3e23,208.9,23.33,232.23000000000002
535ce049550012e1ffc2d07a327eceeb,332.70000000000005,44.58,377.28000000000003
537716eaf03b0a1904be0663cbcdafa9,69.99,23.29,93.28
53892f0dd25da0289fbdb0053853bc34,105.59,24.0,129.59
539087d16a54354cfd81aabbedbd7f63,109.95,18.34,128.29
53a55fb5597f90b6727f82626d65f179,49.0,15.1,64.1
53abe7c4aed1dfb3bf25e69723fd9a4d,271.8,32.4,304.2
53ae19e61b64511503fe8e4ccd3f7f7b,113.0,16.42,129.42000000000002
53b74e6d05c2fa0f3915c608e6537d30,295.22,52.36,347.58000000000004
53b8913fe5c632a9aa10069a33aaceb0,59.9,17.67,77.57
53bae42113a177b31d3aa02c73e0d3cd,29.9,19.32,49.22
53bf51495103abe64e330f5360456ca0,29.9,21.19,51.09
53c6881417e68018f3caf8efba6a72d5,15.26,14.78,30.04
53c71d3953507c6239ff73917ed358c9,3109.99,74.35,3184.3399999999997
53d2ed65a0e7a0761bd6000d5dada878,52.9,22.95,75.85
53d515fbf0a0d3b35e47a45a398c551d,19.99,16.11,36.099999999999994
53d6fdda7e6cd60c16d5051f00ac2af3,1200.0,25.05,1225.05
53d9e9ca11320965aa55056b5439a1c5,79.99,8.91,88.89999999999999
53e134c152888a0bc7fe1da0dd4cee0f,182.0,52.44,234.44
53e92c6a182704806c0b00b02f89ad32,159.8,34.0,193.8
53f4ca548f6dc3456de1628fa16854f0,16.9,7.94,24.84
53fafd0933d69603122f8f804fb76968,147.6,25.92,173.51999999999998
5402a5595f574c530adc86dc28a8050e,180.0,35.06,215.06
54056b0d1e99d13dfcb36c57dd33709c,39.9,11.85,51.75
5411157481132a0783dbf080096a4c96,159.9,23.44,183.34
54219c88839d9b1991f5550734f20c9f,95.9,23.25,119.15
5427a9679337de4d57c9c59275f5336f,34.9,16.79,51.69
54282e97f61c23b78330c15b154c867d,145.0,21.46,166.46
5433a0ef395e151f154279cd3fcde661,139.9,18.55,158.45000000000002
5446ddcc7951680ce606991e1d953e6d,199.0,18.64,217.64
5451f2c09029166e1682b8f0d0ce98b6,79.9,16.32,96.22
5462150a55227cc8cba846f26101492e,129.99,15.66,145.65
54623479e83b4d90c3a3087c34a95187,59.99,18.22,78.21000000000001
546cd63915b3ef4ab92bfb85277bee75,176.0,15.4,191.4
5479f014d5015a0feaf35483c4bb73b3,219.99,17.17,237.16000000000003
547c0db33c070cc0ddc35ad17750c6f3,25.9,14.52,40.42
548349fc08944ddee38248fc37100355,35.0,15.1,50.1
5487a8ac1699754d975f853ce8bb9321,159.99,27.2,187.19
54a906c3e69c5c9196b82c2722bf40c4,110.0,8.88,118.88
54ac5ed66a8b2c74a3878d90d805f367,39.9,14.52,54.42
54ac8f134227883330db3517a19b4b5c,159.98,49.49,209.47
54b4da510fed5dc3cf3e7a8e50a5f224,242.8,74.85,317.65
54ba74414bed49a8b13864b3e8666f57,49.0,23.14,72.14
54c48a1401020a79d5d52ff20cb07aa7,99.9,11.31,111.21000000000001
54c4c0c7e9a1d272defcf15ea985bef7,130.0,30.4,160.4
54d6f9d8f56229d3da815add65ec2408,233.98,114.16,348.14
54e9fc9a26833002ae6521780af9dcc6,191.4,49.87,241.27
54f334d6a9d60b69dae5409327f73645,236.0,31.16,267.16
54f53e031329f69ca101726cac52f86b,90.0,17.07,107.07
54f8cc54ce619e267135641ade8c363e,179.9,19.36,199.26
55090b3dd39aed5a2019b57cce6b174d,99.9,25.19,125.09
550e1d4daa21983f7bac6b2f83c40365,29.9,15.56,45.46
5510961b19757530245aca63bf486893,39.9,15.1,55.0
551ac5ff66bff1f852bc0b36eb22e162,48.5,18.44,66.94
5525404ad9f5043e1164e6833b2c24ca,68.9,15.23,84.13000000000001
5529158408e1c0b045ebb99b4d2fc5ab,49.9,15.1,65.0
552dee1afe356f3a07f118a9d0741b53,873.99,48.7,922.69
